"","Individuo","Bloque","Trat","df.tallo.12","df.alt.12","df.cob.12","df.tallo.13","df.alt.13","df.cob.13","df.tallo.23","df.alt.23","df.cob.23"
"258",466,"B3",4,1.2,2.7,1602.21225333079,0,7.5,1719.43292921786,0,4.8,117.220675887069
"259",466,"B3",4,1.2,2.7,1602.21225333079,2.5,8,1531.52641862502,0,4.8,117.220675887069
"260",466,"B3",4,1.2,2.7,1602.21225333079,0,7.1,1095.04138931689,0,4.8,117.220675887069
"261",467,"B3",4,0,2.5,860.010988920206,1.9,5.5,1846.66743168825,2.3,3,986.656442768044
"262",468,"B3",4,1.5,2,979.980558379166,1.1,4.5,2045.17681748696,0,2.5,1065.19625910779
"263",469,"B3",4,1.6,4,753.98223686155,1,8,1734.15914478157,0,4,980.176907920016
"264",470,"B3",4,0.4,4.5,1429.42465738336,0,8.7,2913.63083666368,0,5.2,1429.22830784251
"265",470,"B3",4,0.4,4.5,1429.42465738336,0,9.7,2858.65296522586,0,5.2,1429.22830784251
"266",470,"B3",4,0.300000000000001,3.5,1484.40252882118,0,8.7,2913.63083666368,0,5.2,1429.22830784251
"267",470,"B3",4,0.300000000000001,3.5,1484.40252882118,0,9.7,2858.65296522586,0,5.2,1429.22830784251
"268",471,"B3",4,1.4,0,735.132680940011,0,4.3,1051.45179124833,0,6.5,316.319110308322
"269",472,"B3",4,0,5.2,895.942954895639,0,6.5,3081.70604363074,0,1.3,2185.7630887351
"270",473,"B3",4,0.5,3.8,537.75230500119,1.3,9.8,2421.13710082827,0.800000000000001,6,1883.38479582708
"271",474,"B3",4,0.799999999999999,1.3,716.283125018473,1.5,3.3,2565.30675119692,0.700000000000001,2,1849.02362617844
"272",475,"B3",4,1.3,0,790.306901918682,1.2,6,3051.27186479909,0,6,2260.9649628804
"273",476,"B3",4,3.4,2.9,334.775967148162,0.9,7.2,2050.08555600819,0,4.3,1715.30958886003
"274",477,"B3",4,0,3,604.167537193487,0,8,2638.93782901543,0,5,2034.77029182194
"275",478,"B3",4,0.0999999999999996,1,682.511003992382,3,0.5,510.705155749191,2.9,0,0
"276",479,"B3",4,0,2.5,1286.48219164502,2.1,6.5,4106.65064686441,2.7,4,2820.16845521939
"277",480,"B3",4,0,2.5,1186.93297443439,0.6,13,2473.41516607941,1.1,10.5,1286.48219164502
"278",481,"B3",4,1.6,2.5,520.718982332508,1.7,4,1378.37377676252,0.100000000000001,1.5,857.654794430013
"279",482,"B3",4,0,3,593.761011528471,0,7,742.986662573986,0,4,149.225651045515
"280",483,"B3",4,3.3,1.8,1409.98605283927,2.2,8.3,4023.59479108513,0,6.5,2613.60873824586
"281",484,"B3",4,0,2,738.077924052752,0,7.5,1281.76980266464,0,5.5,543.691878611884
"282",485,"B3",4,1.4,3,1555.03927614174,2.9,9.5,3567.42572030685,1.5,6.5,2012.38644416511
"283",486,"B3",4,1.2,2.7,1832.5302647471,3,4.2,3387.61862827404,1.8,1.5,1555.08836352695
"284",487,"B3",2,1.4,2.2,802.676922992192,1,10.2,2287.07945181337,0,8,1484.40252882118
"285",488,"B3",2,0,2.5,548.404267592268,0,11.5,3267.25635973338,0,9,2718.85209214112
"286",490,"B3",2,2.4,5,2186.5484868985,2.6,10.8,3246.83600748505,0.199999999999999,5.8,1060.28752058656
"287",492,"B3",2,2.4,2.5,1312.20398149629,0,8.5,2690.57775825881,0,6,1378.37377676252
"288",493,"B3",2,4.3,3.5,1424.90861794382,0.5,11.5,2111.15026321234,0,8,686.241645268521
"289",494,"B3",2,3.4,3.8,941.250611446629,2.5,10,1598.82522375114,0,6.2,657.574612304514
"290",496,"B3",2,0.700000000000001,1.5,1883.58114536793,1.6,6,3438.66950889488,0.899999999999999,4.5,1555.08836352695
"291",497,"B3",2,1.3,2.8,1343.03085940964,0,10.3,2913.82718620453,0,7.5,1570.7963267949
"292",498,"B3",2,0.600000000000001,0,287.259378262617,0,2.5,407.425297262426,0,2.5,120.16591899981
"293",499,"B3",2,1.3,2,110.152092416492,0.299999999999999,15,2638.93782901543,0,13,2528.78573659893
"294",500,"B3",2,0,4,895.942954895639,0,8.5,2029.27250467816,0,4.5,1133.32954978252
"295",501,"B3",2,0,4.5,1651.88868716568,0,7,3048.32662168635,0,2.5,1396.43793452066
"296",502,"B3",2,0,5.5,1697.04908156104,0,14.5,2959.96932830413,0,9,1262.9202467431
"297",503,"B3",2,4.2,3.2,1201.6591899981,3,10,2235.83222165169,0,6.8,1034.17303165359
"298",504,"B3",2,7.4,3.2,456.905381556465,5.1,9.2,2225.81839506837,0,6,1768.9130135119
"299",505,"B3",2,0,3.5,1809.55736846772,0.199999999999999,10,5133.55874550657,0.299999999999999,6.5,3324.00137703885
"300",506,"B3",2,1,3,2638.93782901543,0.200000000000001,9,3081.90239317159,0,6,442.964564156161
"301",507,"B4",7,8.7,2,859.029241215959,3.6,12.7,2421.18618821348,0,10.7,1562.15694699752
"302",508,"B4",7,0,1,1088.56185446886,0,7.8,1051.45179124833,0,6.8,0
"303",509,"B4",7,0.199999999999999,3,2263.7138564523,5.6,8.3,2565.30675119692,5.4,5.3,301.59289474462
"304",510,"B4",7,0.6,0,2459.86704776081,6.1,7.1,4349.38776673943,5.5,10.1,1889.52071897862
"305",512,"B4",7,0,2.3,768.708452425252,0,9.1,2483.42899266273,0,6.8,1714.72054023748
"306",513,"B4",7,0.6,0,1786.78082172919,2.9,6.2,234.490439159351,2.3,6.5,0
"307",514,"B4",7,0,5,1328.45190600157,4.8,11.3,4576.90779719863,4.8,6.3,3248.45589119706
"308",516,"B4",7,0,1.2,735.868991718197,1.8,7,1482.19359648662,2.6,5.8,746.324604768425
"309",517,"B4",7,0,0.8,0,0,9.2,478.307481509046,0.4,8.4,478.307481509046
"310",518,"B4",7,0,0.5,452.38934211693,4.9,6.4,1837.83170235003,5,5.9,1385.4423602331
"311",519,"B4",7,0,3,1606.92464231118,3.9,8.3,2969.3941062649,3.9,5.3,1362.46946395372
"312",520,"B4",7,1,1,527.002167639688,0,9.9,1135.09669565016,0,8.9,608.094528010474
"313",521,"B4",7,0.5,0.8,443.946311860408,0,6.3,1171.0286616256,0,5.5,727.082349765188
"314",522,"B4",7,0.5,1,686.585256965007,0,6.9,1652.62499794387,0,5.9,966.039740978861
"315",523,"B4",7,0,2.5,1668.97109721958,1.6,10.4,1822.56552554899,2.1,7.9,153.594428329413
"316",524,"B4",7,1.5,2,1116.83618835117,1.1,6.8,1688.60605130451,0,4.8,571.769862953342
"317",525,"B4",7,0.7,2.5,65.3843971028376,0,8.7,1017.87601976309,0,6.2,952.491622660255
"318",526,"B4",7,0,0,68.329640215578,0,5.2,221.924068544991,0,5.2,153.594428329413
"319",527,"B4",7,1.2,0.8,338.850220120787,2.4,2.5,784.17097876714,1.2,1.7,445.320758646353
"320",528,"B4",6,0,3.7,2068.54241284803,0.799999999999999,9.2,3736.92446144506,0.799999999999999,5.5,1668.38204859703
"321",529,"B4",6,0.899999999999999,2.5,1376.60663089488,1.7,8,3074.04841153761,0.800000000000001,5.5,1697.44178064274
"322",530,"B4",6,0,4.3,2184.1922924083,3.3,9.8,2032.80679641345,3.3,5.5,0
"323",531,"B4",6,0,2,957.20401164064,0.100000000000001,6,2320.65522329861,0.100000000000001,4,1363.45121165797
"324",532,"B4",6,0.9,3,1286.43310425981,2.5,9.5,4472.20440454071,1.6,6.5,3185.7713002809
"325",533,"B4",6,0.900000000000002,1.8,1353.83008415635,2.5,8.3,4932.88951475852,1.6,6.5,3579.05943060217
"326",535,"B4",6,1.2,0.5,1600.44510746315,1,5.5,831.540305497048,0,5,0
"327",536,"B4",6,0,0,706.858347057703,0,1.5,446.106156809751,0,2.5,0
"328",537,"B4",6,0,0.7,0,0.799999999999999,2.7,1119.19238284136,1,2,1119.19238284136
"329",538,"B4",6,0,0,2407.44172035403,0,2.8,3280.80447805199,0,2.8,873.362757697963
"330",539,"B4",6,0,0.8,0,0.5,6.9,1686.24985681432,1.4,6.1,1686.24985681432
"331",540,"B4",6,0,0.8,630.871074749,0,0.8,79.5215640439916,0,0,0
"332",541,"B4",6,0,2.5,1053.02258757513,0,1,895.942954895639,0,0,0
"333",542,"B4",6,0,2,622.035345410779,0.899999999999999,4,2024.16741661607,2.4,0,1312.59668057799
"334",542,"B4",6,0,2,622.035345410779,2.4,2,1934.63202598876,2.4,0,1312.59668057799
"335",542,"B4",6,0,2,622.035345410779,0.899999999999999,4,2024.16741661607,0.899999999999999,2,1402.13207120529
"336",542,"B4",6,0,2,622.035345410779,2.4,2,1934.63202598876,0.899999999999999,2,1402.13207120529
"337",543,"B4",6,1,2.5,2239.75921246867,9.9,4,2095.44229994439,8.9,1.5,0
"338",544,"B4",6,0,3,344.59344419063,0,0.5,943.852242862883,0,0,599.258798672253
"339",545,"B4",6,1,2,2112.91740907999,2,0.5,1762.43347866387,1,0,0
"340",549,"B4",2,2.3,1.3,886.51817693487,1,1.3,485.376064979623,0,0,0
"341",551,"B4",2,0.6,2.5,320.589712821796,0,1,0,0,0,0
"342",553,"B4",2,3.1,0,468.293654925729,1.6,0.8,680.35115904304,0,1.5,212.057504117311
"343",555,"B4",2,0,1.6,432.950737572843,0,0.3,106.814150222053,0,0,0
"344",558,"B4",2,0.5,1,0,0.0999999999999996,1,314.159265358979,0,0,372.27872945039
"345",559,"B4",2,0,2,557.632696012188,1.8,4,1957.21222318644,1.3,2,1353.83008415635
"346",559,"B4",2,0,2,557.632696012188,0.100000000000001,4,1911.46278016854,1.3,2,1353.83008415635
"347",559,"B4",2,0,2,557.632696012188,1.8,4,1957.21222318644,3,2,1399.57952717425
"348",559,"B4",2,0,2,557.632696012188,0.100000000000001,4,1911.46278016854,3,2,1399.57952717425
"349",560,"B4",2,0.600000000000001,4.5,4017.5079553188,2.1,9,3249.38855151609,1.5,4.5,0
"350",562,"B4",2,0,0.3,0,0.300000000000001,1.3,0,0.300000000000001,1,0
"351",563,"B4",2,0.0999999999999996,1.5,593.171962905923,0.6,2.5,885.340079689774,0.5,1,292.168116783851
"352",565,"B4",5,1.2,4,859.814639379356,4.5,6.5,688.008791136165,3.3,2.5,0
"353",566,"B4",5,1,2.5,892.212313619501,9.2,6,2474.00421470196,8.2,3.5,1581.79190108246
"354",567,"B4",5,0,3,1671.27820432456,4.8,5.8,1627.49225671515,1.9,3.8,88.7499924639119
"355",567,"B4",5,0,3,1671.27820432456,1.9,6.8,1760.02819678847,1.9,3.8,88.7499924639119
"356",567,"B4",5,0,3,1671.27820432456,4.8,5.8,1627.49225671515,4.8,2.8,0
"357",567,"B4",5,0,3,1671.27820432456,1.9,6.8,1760.02819678847,4.8,2.8,0
"358",568,"B4",5,0,2.2,591.601166579128,9.2,2.2,1313.18572920053,9.2,0,721.584562621406
"359",569,"B4",5,0,3.5,1097.00488472539,2.6,8,1005.94778515649,2.6,4.5,0
"360",570,"B4",5,3.3,2.5,1335.96227593906,8.6,3,2120.57504117311,5.3,0.5,784.612765234051
"361",571,"B4",5,0.699999999999999,2,452.38934211693,3.3,3,452.38934211693,2.6,1,0
"362",572,"B4",5,4.3,3.8,1828.40692438926,6,8.8,1781.08668504456,1.7,5,0
"363",574,"B4",5,1.1,3.7,467.311907221482,0.300000000000001,5.5,1095.63043793944,0,1.8,628.318530717959
"364",576,"B4",5,1.9,1.5,801.106126665397,2.2,4.3,424.360445160684,0.300000000000001,2.8,0
"365",577,"B4",5,1.5,2.5,691.150383789754,6.8,6.5,83.0558557792801,5.3,4,0
"366",578,"B4",5,0,3.2,478.307481509046,4,5.2,2295.37521991425,5.3,2,1817.06773840521
"367",579,"B4",5,2.2,1,424.115008234622,5.7,2.5,1781.47938412626,3.5,1.5,1357.36437589164
"368",581,"B4",5,3.6,2.8,191.637151868977,5.1,8.3,437.270427471529,1.5,5.5,245.633275602552
"369",583,"B4",5,0,2,458.427090498048,2.8,6.5,1196.5050145508,4.1,4.5,738.077924052752
"370",584,"B4",5,1.2,2.5,763.40701482232,6.2,2.6,1707.2592576852,5,0.0999999999999996,943.852242862883
"371",585,"B4",5,0,1.3,1291.78362924795,3.3,13.3,1738.87153376195,3.4,12,447.087904513997
"372",586,"B4",5,1.5,4.2,1385.4423602331,4.1,4.2,1762.43347866387,2.6,0,376.991118430775
"373",587,"B4",4,4.6,0.7,608.438139706961,8,3.7,737.047088963293,3.4,3,128.608949256332
"374",588,"B4",3,0,0,923.628240155399,1.5,3,772.831792783089,1.5,3,0
"375",589,"B4",4,0,2,780.489424876214,6.2,3.3,780.489424876214,6.2,1.3,0
"376",590,"B4",4,0,1.5,249.167567337841,2,5,1187.52202305694,2,3.5,938.354455719101
"377",591,"B4",4,1.7,1.5,639.314105005523,2.3,4,1068.14150222053,0.6,2.5,428.827397215007
"378",592,"B4",4,0,0,0,2.2,1,0,3,1.5,0
"379",593,"B4",4,0,2,665.232244397639,5.2,9,665.232244397639,5.5,7,0
"380",594,"B4",4,0,3.5,124.092909816797,5.7,4.5,391.128285371929,3.5,1.3,130.376095123976
"381",594,"B4",4,0,3.5,124.092909816797,3.4,4.8,254.469004940773,3.5,1.3,130.376095123976
"382",594,"B4",4,0,3.5,124.092909816797,5.7,4.5,391.128285371929,5.8,1,267.035375555132
"383",594,"B4",4,0,3.5,124.092909816797,3.4,4.8,254.469004940773,5.8,1,267.035375555132
"384",595,"B4",4,0,1,829.380460547706,0.199999999999999,4.8,1220.16513422315,1.1,3.8,390.784673675443
"385",596,"B4",4,0.0999999999999996,2.5,1067.94515267968,0.899999999999999,4.5,1104.26981773681,0.799999999999999,2,36.3246650571321
"386",597,"B4",4,0.100000000000001,0.3,650.309679293087,9.7,2.8,780.685774417063,9.6,2.5,130.376095123976
"387",599,"B4",4,0,0,329.867228626928,4.6,1.7,400.553063332698,5,1.7,70.6858347057703
"388",600,"B4",4,2.4,0.5,837.23444218168,2.5,6,417.831822927443,0.0999999999999996,5.5,0
"389",601,"B4",4,0,0.8,257.021548971815,3.5,0.8,403.351044289802,4.7,0,146.329495317987
"390",602,"B4",4,0.4,2.2,754.571285484098,0,3.2,794.822941358218,0,1,40.2516558741193
"391",603,"B4",4,1.4,2,741.219516706342,0.6,2,1426.87211335231,0,0,685.652596645972
"392",604,"B4",4,0,2,384.84510006475,0,7.5,2316.92458202247,0,5.5,1932.07948195772
"393",605,"B4",4,2.4,0.5,330.799888945963,4,3.3,821.91917799543,1.6,2.8,491.119289049467
"394",606,"B4",4,0,3.5,1206.37157897848,3.1,3,1340.0856162969,3.2,0,133.714037318416
"395",607,"B4",4,0,1.2,308.857827756047,0.300000000000001,1.2,401.338461496096,0.300000000000001,0,92.4806337400496
"396",608,"B4",4,0,2.7,811.119953248715,8.2,5.5,1954.6596791554,8.5,2.8,1143.53972590668
"397",609,"B4",4,0,2.7,719.768329368549,0.5,10.2,1116.39440188426,1.2,7.5,396.626072515711
"398",610,"B4",3,0.7,1.5,424.115008234622,4.1,5.7,1544.28913878023,3.4,4.2,1120.17413054561
"399",611,"B4",3,0.3,1,541.139334580842,4.2,4,895.795692740002,3.9,3,354.65635815916
"400",612,"B4",3,0.5,0,640.884901332318,2.3,2,1385.4423602331,1.8,3,744.557458900781
"401",613,"B4",3,0.0999999999999996,2.3,673.871624195011,3.5,6.3,1183.39868269911,3.4,4,509.527058504095
"402",614,"B4",3,2.3,1,391.717333994477,4.8,1.5,1304.00638816583,2.5,0.5,912.289054171349
"403",616,"B4",3,1.3,2.8,531.910906160922,3.2,3,389.557489045134,1.9,0.2,0
"404",617,"B4",3,2.9,0.1,934.623814442963,9,4.6,1592.64021321439,6.1,4.5,658.016398771425
"405",618,"B4",3,2.5,2.3,537.212343763855,1.9,5.3,648.738882966292,0,3,111.526539202438
"406",619,"B4",3,1,2,622.820743574177,4,6,1511.10606637669,3,4,888.285322802514
"407",620,"B4",3,1.5,0.9,636.761560974481,3,4.2,1359.32787130013,1.5,3.3,722.566310325652
"408",622,"B4",3,0,0.3,0,0.200000000000001,2.1,0,0.500000000000001,1.8,36.9628010648923
"409",623,"B4",3,4.9,1.3,252.701859073129,6.7,4.3,453.812876288088,1.8,3,201.111017214959
"410",624,"B4",3,1.1,1.3,449.787710700676,2.9,5.3,960.885565531566,1.8,4,511.097854830889
"411",625,"B4",3,0,1.8,406.590811713816,0,4.8,420.580716499334,0.300000000000001,3,13.9899047855171
"412",626,"B4",3,1.1,1.5,469.029965703914,2.2,4.8,1345.77975298153,1.1,3.3,876.749787277614
"413",627,"B4",3,0.600000000000001,2.7,276.607415671539,3.3,5.9,715.448639469863,2.7,3.2,438.841223798324
"414",628,"B4",3,1.9,0.2,172.149459939678,3.5,4,857.654794430014,1.6,3.8,685.505334490335
"415",629,"B4",3,2.2,1,182.212373908208,4.9,1,365.799194602362,2.7,0,183.586820694154
"416",630,"B4",3,0.600000000000001,3,741.415866247191,4.1,3.7,1639.91136517387,3.5,0.7,898.495498926681
"417",631,"B4",3,2.5,1.7,407.425297262426,3,4,690.168636085508,0.5,2.3,282.743338823081
"418",632,"B4",3,2.1,1.2,282.743338823081,3.6,2.2,693.310228739098,1.5,1,410.566889916016
"419",633,"B4",1,1.2,0,391.717333994477,3.2,2.7,1734.15914478157,2,3.5,1342.44181078709
"420",634,"B4",1,0,1.5,340.580059575669,0,2.5,903.906892272489,0,1,563.32683269682
"421",635,"B4",1,0,1.1,604.660374541019,4,1.6,1759.63746120218,4.3,0.5,1154.97708666116
"422",636,"B4",1,0,2.6,360.645019155066,1.7,5.6,1251.28653644777,2.1,3,890.641517292706
"423",636,"B4",1,0,2.6,360.645019155066,1.7,5.6,1251.28653644777,2.7,4.5,1178.09724509617
"424",636,"B4",1,0,1.1,73.1892913515998,1.7,5.6,1251.28653644777,2.1,3,890.641517292706
"425",636,"B4",1,0,1.1,73.1892913515998,1.7,5.6,1251.28653644777,2.7,4.5,1178.09724509617
"426",637,"B4",1,0,0,397.411470679109,3.6,2.5,984.8892969004,4.5,2.5,587.477826221291
"427",638,"B4",1,0.6,1.7,608.233936184477,4.6,4.7,1729.78251351603,4,3,1121.54857733156
"428",639,"B4",1,0,1,518.362787842316,0.4,4.8,1693.3184402849,0.4,3.8,1174.95565244258
"429",640,"B4",1,0,1,382.047119107646,4.5,4.4,1118.9469459153,4.5,3.4,736.899826807656
"430",641,"B4",1,4.1,1.5,513.279298229726,4.1,6.5,1403.92081552243,0,5,890.641517292706
"431",642,"B4",1,1.4,2.9,334.530530222101,5.4,2.4,1107.55867254604,4,0,773.028142323938
"432",643,"B4",1,1.1,1.8,414.690230273853,4.9,4,1149.82291121386,3.8,2.2,735.132680940011
"433",644,"B4",1,2.2,0.6,284.510484690726,4.4,2.6,996.670269351362,2.2,2,712.159784660636
"434",645,"B4",1,0,0.8,232.303105274289,3.6,3.8,561.581285278669,3.6,3,329.27818000438
"435",646,"B4",1,0.7,2,370.511583582746,4.8,6.5,2162.98654199657,4.1,4.5,1792.47495841383
"436",647,"B4",1,7.8,0,415.426541052038,9.7,2.3,1446.06528097034,1.9,4.5,1030.6387399183
"437",648,"B4",1,0.6,1.3,1487.49503408955,4.9,4.3,2171.77318394958,4.3,3,684.278149860027
"438",649,"B5",6,1.5,3.5,1009.82568858827,4,7.5,2041.05347712912,2.5,4,1031.22778854085
"439",650,"B5",6,0,3.6,1204.01538448829,2.8,4.6,2787.37808189754,3,1,1583.36269740926
"440",651,"B5",6,0,1.7,320.442450666159,0,8.7,1933.06122966197,0,7,1612.61877899581
"441",652,"B5",6,0.199999999999999,0,183.783170235003,0.899999999999999,2,183.783170235003,0.699999999999999,2,0
"442",653,"B5",6,5.1,0,0,10.2,6.2,0,5.1,14,0
"443",655,"B5",6,0.699999999999999,1,511.097854830889,3.1,5.5,1958.58666997239,2.4,4.5,1447.4888151415
"444",656,"B5",6,0.8,0,171.953110398829,1.3,1.2,55.3705705195201,0.5,2,0
"445",657,"B5",6,0,0,322.013246992954,0,5.9,0,0,6.5,0
"446",658,"B5",6,0.100000000000001,1,0,0.9,3,231.496108661398,0.799999999999999,2,278.619998465245
"447",659,"B5",6,0.699999999999999,1.3,1271.36327699962,3,3.3,2162.98654199657,2.3,2,891.623264996953
"448",660,"B5",6,0.700000000000001,3.5,839.394287131023,0.700000000000001,7.5,2120.57504117311,0,4,1281.18075404209
"449",661,"B5",6,1.7,0.2,241.902634326414,5.1,8.4,579.623844587317,3.4,8.2,337.721210260903
"450",662,"B5",6,0,2.4,1489.31126734241,0,6.6,3225.04120845077,0,4.2,1735.72994110836
"451",663,"B5",6,0.199999999999999,1.1,1121.54857733156,0.199999999999999,8.1,1259.97500363036,0,7,138.4264262988
"452",664,"B5",6,0,2.5,540.942985039992,0,7.2,1772.44730524719,0.100000000000001,4.7,1231.5043202072
"453",664,"B5",6,0,2.5,540.942985039992,0.699999999999999,9.5,1426.87211335231,0.100000000000001,4.7,1231.5043202072
"454",664,"B5",6,0,2.5,540.942985039992,0,7.2,1772.44730524719,1,7,885.929128312322
"455",664,"B5",6,0,2.5,540.942985039992,0.699999999999999,9.5,1426.87211335231,1,7,885.929128312322
"456",665,"B5",6,0,0,262.862947812084,3.7,2.2,1461.96959377914,4.2,3,1199.10664596705
"457",665,"B5",6,0,0,262.862947812084,0.899999999999999,2.9,1690.71680886864,4.2,3,1199.10664596705
"458",665,"B5",6,0,0,262.862947812084,3.7,2.2,1461.96959377914,1.4,3.7,1427.85386105656
"459",665,"B5",6,0,0,262.862947812084,0.899999999999999,2.9,1690.71680886864,1.4,3.7,1427.85386105656
"460",666,"B5",6,7.9,4.2,370.118884501048,4.2,5.2,665.232244397639,0,1,295.113359896591
"461",667,"B5",5,1.2,2,2010.81564783832,0.5,8.5,3044.20328132851,0,6.5,1033.38763349019
"462",668,"B5",5,0.3,0.6,204.350784638974,5,6.3,601.565905777233,4.7,5.7,397.215121138259
"463",669,"B5",5,0,1.8,808.371059676824,0.100000000000001,9.8,4413.34862967111,0.100000000000001,8,3604.97756999429
"464",670,"B5",5,1.5,3.1,597.491652804609,0.199999999999999,7.1,2670.94280417387,0,4,2073.45115136926
"465",671,"B5",5,1.6,2.2,144.316912524281,2,3,1744.17297136488,0.399999999999999,0.8,1599.8560588406
"466",672,"B5",5,1.7,3.3,745.342857064178,5.2,9.5,1335.96227593906,3.5,6.2,590.619418874881
"467",673,"B5",5,0.5,1.6,496.371639267187,0.699999999999999,5.4,1932.66853058027,0.199999999999999,3.8,1436.29689131308
"468",674,"B5",5,0,5.5,1343.03085940964,0,10.5,1980.77416808836,0,5,637.743308678728
"469",675,"B5",5,4.1,1.2,452.38934211693,1.9,11.2,1917.35326639402,1.9,10,2323.20776732965
"470",675,"B5",5,4.1,1.2,452.38934211693,6,11.2,2775.59710944658,1.9,10,2323.20776732965
"471",675,"B5",5,0,1.2,0,1.9,11.2,1917.35326639402,1.9,10,2323.20776732965
"472",675,"B5",5,0,1.2,0,6,11.2,2775.59710944658,1.9,10,2323.20776732965
"473",676,"B5",5,1.2,0,517.381040138069,12,3.5,727.082349765188,10.8,4,209.701309627119
"474",678,"B5",5,0,0,489.057618870549,1.3,7,1882.94300936017,1.3,7,1393.88539048962
"475",679,"B5",5,0,3.7,1460.6442343784,0.299999999999999,9.7,2748.89357189107,0.9,6,1288.24933751266
"476",680,"B5",5,0.6,2.3,705.091201190059,0.699999999999999,9.8,2320.65522329861,0.0999999999999996,7.5,1615.56402210855
"477",681,"B5",5,0.0999999999999996,1,890.641517292706,1.9,6.5,1408.80795559417,1.8,5.5,518.166438301466
"478",682,"B5",5,1.8,0,610.843421582365,1.2,6.7,1569.81457909065,0,7.5,958.971157508284
"479",683,"B5",5,0,0,746.128255227576,0,5.5,1223.45398903238,0,6,477.325733804799
"480",684,"B5",5,0.5,0.5,124.681958439345,1,8.8,231.496108661398,0.5,8.3,106.814150222053
"481",685,"B5",5,0,1.5,265.660928769187,0.4,8.3,640.884901332318,1,6.8,375.223972563131
"482",686,"B5",5,0.7,0.3,0,1.4,0.3,226.194671058465,0.7,0,273.318560862312
"483",687,"B5",1,1.3,0.5,519.099098620501,2.8,2.5,1309.40600053918,1.5,2,790.306901918682
"484",688,"B5",1,1.5,1.3,17.0824100538945,3.2,2.5,1335.17687777566,1.7,1.2,1318.09446772177
"485",689,"B5",1,1.6,1.8,1086.79470860122,1.9,7.8,1629.16122781237,0.3,6,542.36651921115
"486",690,"B5",1,3.1,2.3,1489.11491780156,4.9,8.2,3534.29173528852,1.7,6,2607.71825202038
"487",690,"B5",1,3.1,2.3,1489.11491780156,4.9,8.2,3534.29173528852,1.8,5.9,2045.17681748696
"488",690,"B5",1,3.2,2.2,926.57348326814,4.9,8.2,3534.29173528852,1.7,6,2607.71825202038
"489",690,"B5",1,3.2,2.2,926.57348326814,4.9,8.2,3534.29173528852,1.8,5.9,2045.17681748696
"490",691,"B5",1,0.800000000000001,0.5,519.344535546563,4,3.5,1070.69404625157,3.2,3,551.349510705009
"491",692,"B5",1,2.1,1.3,585.857942509284,5.2,5.3,1525.39049547348,3.1,4,939.532552964198
"492",693,"B5",1,0,0,0,0.5,1.3,159.19039024362,0.8,1.5,186.924762888593
"493",694,"B5",1,1,0,0,4.2,6.2,2694.89744815749,3.2,6.5,2998.65018785146
"494",695,"B5",1,1.5,1,591.601166579128,2.5,6.5,2069.52416055228,1,5.5,1477.92299397315
"495",696,"B5",1,0,1.3,777.544181763474,1.6,6.1,2282.95611145553,2.6,4.8,1505.41192969206
"496",697,"B5",1,1.9,2.8,1330.46448879528,3.1,11.3,2376.61484244068,1.2,8.5,1046.1503536454
"497",698,"B5",1,1.1,1.8,1138.23828830375,0,8.8,2174.96386398838,0,7,1036.72557568463
"498",698,"B5",1,1.1,1.8,1138.23828830375,2.1,6.8,2331.06174896363,0,7,1036.72557568463
"499",698,"B5",1,1.1,1.8,1138.23828830375,0,8.8,2174.96386398838,1,5,1192.82346065987
"500",698,"B5",1,1.1,1.8,1138.23828830375,2.1,6.8,2331.06174896363,1,5,1192.82346065987
"501",699,"B5",1,3.5,2.5,268.606171881927,4.2,6.7,714.712328691678,0.700000000000001,4.2,446.106156809751
"502",700,"B5",1,0.9,0.5,135.28483364521,2.5,2.2,1085.61661135612,1.6,1.7,950.331777710912
"503",701,"B5",1,1,3.8,1728.66135763778,1.6,8.8,2373.66959932794,0.6,5,645.008241690154
"504",702,"B5",1,1.6,1.3,474.755518315081,2.9,5.3,1209.1028010917,1.3,4,734.347282776614
"505",703,"B5",1,3.6,0,366.977291847458,5.7,0,907.134878724053,2.1,0,540.157586876595
"506",704,"B5",1,4.8,1.7,471.827946661017,5.7,6.6,1894.38037011465,0.899999999999999,4.9,1422.55242345363
"507",705,"B5",1,0.6,0,429.023746755856,4.4,2.5,1630.68293675395,3.8,3.5,1201.6591899981
"508",706,"B5",1,2.6,1.2,489.057618870549,4.9,7.2,1664.01327131313,2.3,6,1174.95565244258
"509",707,"B5",1,2.4,0.5,392.453644772662,2.5,6.5,934.231115361265,0.100000000000001,6,541.777470588602
"510",708,"B5",1,1.7,0,125.074657521044,2.7,4.5,1072.26484257837,0.999999999999999,5,947.190185057323
"511",710,"B5",3,0.2,0,0,0.3,2.2,168.909692515664,0.1,2.7,190.704491549943
"512",711,"B5",3,0,0,369.137136796801,2.2,1.2,956.614963018092,2.6,2.5,587.477826221291
"513",712,"B5",3,4.7,1.5,250.345664582937,4.4,3.5,954.06241898705,0,2,703.716754404114
"514",712,"B5",3,4.7,1.5,250.345664582937,0,3.4,643.044746281661,0,2,703.716754404114
"515",712,"B5",4,0,1.4,0,4.4,3.5,954.06241898705,0,2,703.716754404114
"516",712,"B5",4,0,1.4,0,0,3.4,643.044746281661,0,2,703.716754404114
"517",713,"B5",3,1.2,0,62.8318530717959,2.3,0.8,356.374416641592,1.1,1.3,293.542563569796
